Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / 
Sing,USC,191023 14:16:29.732, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 5.000013, 2.090118,-0.037130, 5.665122, 0.103412,-1.168354, 0.071170, 2.090118,-0.037130, 5.665122, 0.104959,-1.081266, 0.071170, 1.588415,-0.037130, 5.825731, 0.098357,-1.081266, 0.080048, 0.045476, 0.045521,14.707201,66.983279,74.770216, 0.045476, 0.066461,463118.408125,75.000000,66.983492,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001744,-10.375275,-0.015248,,,,,
Sing,USC,191023 14:16:46.737, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 3.999977, 1.990156, 0.001937, 5.143399, 0.033570,-1.229571, 0.025599, 1.990156, 0.001937, 5.143399, 0.033490,-1.146647, 0.025599, 1.626525, 0.001937, 5.269697, 0.031622,-1.146647, 0.027873, 0.045670, 0.045649,14.707631,67.043381,74.934840, 0.045671, 0.066604,464041.793438,75.000000,67.042898,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001701,-10.375275,-0.013823,,,,,
Sing,USC,191023 14:17:03.635, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 2.999971, 1.919446, 0.030379, 4.533212, 0.001898,-1.264043,-0.005192, 1.919446, 0.030379, 4.533212, 0.000632,-1.184067,-0.005192, 1.679568, 0.030379, 4.627455, 0.000903,-1.184067,-0.005152, 0.045738, 0.045723,14.705438,67.224681,75.011239, 0.045739, 0.066660,464142.010000,75.000000,67.224060,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001660,-10.375275,-0.012784,,,,,
Sing,USC,191023 14:17:20.534, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 1.999970, 1.863510, 0.045372, 3.960989, 0.026733,-1.304953,-0.012836, 1.863510, 0.045372, 3.960989, 0.024842,-1.227307,-0.012836, 1.724140, 0.045372, 4.023611, 0.025276,-1.227307,-0.011961, 0.045772, 0.045787,14.705443,67.471825,75.050632, 0.045769, 0.066680,464029.026250,75.000000,67.470644,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001705,-10.375275,-0.012287,,,,,
Sing,USC,191023 14:17:37.539, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 1.000021, 1.821612, 0.077092, 3.377074,-0.007311,-1.403874,-0.032082, 1.821612, 0.077092, 3.377074,-0.010523,-1.327973,-0.032082, 1.762396, 0.077093, 3.408352,-0.009961,-1.327973,-0.032260, 0.045762, 0.045820,14.706008,67.747586,75.064483, 0.045762, 0.066675,463684.164687,75.000000,67.745927,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001716,-10.375275,-0.011926,,,,,
Sing,USC,191023 14:17:54.538, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001,-0.000017, 1.775523, 0.065514, 2.801465,-0.005032,-1.458612,-0.036299, 1.775523, 0.065514, 2.801465,-0.007761,-1.384631,-0.036299, 1.775524, 0.065514, 2.801463,-0.007761,-1.384631,-0.036299, 0.045737, 0.045714,14.705555,68.028808,75.059495, 0.045728, 0.066652,463183.871250,75.000000,68.027834,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001717,-10.375275,-0.011676,,,,,
Sing,USC,191023 14:18:11.435, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001,-1.000019, 1.753214, 0.094339, 2.264296,-0.038409,-1.528309,-0.059761, 1.753214, 0.094339, 2.264296,-0.042339,-1.455258,-0.059761, 1.792464, 0.094339, 2.233352,-0.043376,-1.455258,-0.059013, 0.045660, 0.045700,14.705658,68.301411,75.020676, 0.045661, 0.066601,462559.423438,75.000000,68.300459,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001705,-10.375275,-0.011706,,,,,
Sing,USC,191023 14:18:28.436, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001,-1.999992, 1.710864, 0.117549, 1.726522,-0.048659,-1.597200,-0.070280, 1.710864, 0.117549, 1.726522,-0.053558,-1.525914,-0.070280, 1.770076, 0.117549, 1.665763,-0.055977,-1.525914,-0.068367, 0.045638, 0.045621,14.709146,68.560737,75.020421, 0.045649, 0.066584,462260.877812,75.000000,68.559550,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001694,-10.375275,-0.011858,,,,,
Sing,USC,191023 14:18:45.339, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001,-3.000024, 1.722665, 0.109109, 1.089618,-0.048190,-1.635156,-0.072681, 1.722665, 0.109109, 1.089618,-0.052736,-1.563379,-0.072681, 1.777331, 0.109109, 0.997967,-0.056468,-1.563379,-0.069821, 0.045592, 0.045631,14.706482,68.797945,74.994346, 0.045586, 0.066546,461627.232812,75.000000,68.796846,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001720,-10.375275,-0.012074,,,,,
Sing,USC,191023 14:19:02.344, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001,-4.000017, 1.719548, 0.115411, 0.507988,-0.025374,-1.671647,-0.064098, 1.719548, 0.115411, 0.507988,-0.030182,-1.600000,-0.064098, 1.750795, 0.115411, 0.386801,-0.034580,-1.600000,-0.061837, 0.045597, 0.045641,14.706301,69.020938,75.019886, 0.045596, 0.066555,461417.351562,75.000000,69.020082,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001729,-10.375275,-0.012224,,,,,
Sing,USC,191023 14:19:19.137, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001,-4.999979, 1.703886, 0.114039,-0.065920,-0.015898,-1.680835,-0.071664, 1.703886, 0.114039,-0.065920,-0.020650,-1.609839,-0.071664, 1.691657, 0.114039,-0.214172,-0.026817,-1.609839,-0.069591, 0.045588, 0.045610,14.705659,69.216988,75.029342, 0.045590, 0.066551,461163.756875,75.000000,69.216380,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001679,-10.375275,-0.012432,,,,,
