Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / 
Sing,USC,240318 11:31:01.976, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999998,-4.000027, 0.066616,-0.007530,-0.136233,-1.507316, 1.072209,-0.068055, 0.066616,-0.007530,-0.136233,-1.507316, 1.072209,-0.068055, 0.057245, 0.004152,-0.140569,-1.671281, 0.794178, 0.048647, 0.000000, 0.000000,14.587793,71.693860, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,71.693794,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.982145,-0.002917, 0.001713, 0.010083,-0.000409,,,,,
Sing,USC,240318 11:31:20.381, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999997,-1.999959,-0.065535, 0.252185,-0.022678,-2.025907, 1.180751,-0.375883,-0.065535, 0.252185,-0.022678,-2.025907, 1.180751,-0.375883,-0.109056, 0.236974,-0.018883,-2.211942, 0.811018,-0.298871, 0.000000, 0.000000,14.589942,71.695155, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,71.695125,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.979943,-0.002910, 0.001709, 0.009874, 0.000404,,,,,
Sing,USC,240318 11:31:38.776, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999998, 0.000029,-0.066375, 0.390030,-0.076554,-2.341476, 1.266975,-0.565562,-0.066375, 0.390030,-0.076554,-2.341476, 1.266975,-0.565562,-0.133095, 0.372578,-0.076554,-2.525911, 0.841134,-0.565564, 0.000000, 0.000000,14.589510,71.696395, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,71.696351,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.981796,-0.002964, 0.001697, 0.009077, 0.000370,,,,,
Sing,USC,240318 11:31:57.279, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999998, 2.000012, 0.027727, 0.398146, 0.023673,-2.326006, 0.960033,-0.593572, 0.027727, 0.398146, 0.023673,-2.326006, 0.960033,-0.593572,-0.042633, 0.396912, 0.022198,-2.435164, 0.541542,-0.678972, 0.000000, 0.000000,14.591558,71.697224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,71.697205,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.981419,-0.002905, 0.001729, 0.009110,-0.000263,,,,,
Sing,USC,240318 11:32:15.675, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999998, 3.999963, 0.138056, 0.328038, 0.065432,-2.167251, 0.630100,-0.526896, 0.138056, 0.328038, 0.065432,-2.167251, 0.630100,-0.526896, 0.074239, 0.347028, 0.070783,-2.201522, 0.244189,-0.682126, 0.000000, 0.000000,14.593350,71.698674, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,71.698671,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.982483,-0.002924, 0.001757, 0.012159,-0.000983,,,,,
Sing,USC,240318 11:32:34.071, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999998, 6.000025, 0.204232, 0.326950,-0.061021,-2.194279, 0.622246,-0.539759, 0.204232, 0.326950,-0.061021,-2.194279, 0.622246,-0.539759, 0.149943, 0.357447,-0.045598,-2.200144, 0.231760,-0.773978, 0.000000, 0.000001,14.596037,71.700224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,71.700224,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.985034,-0.002935, 0.001752, 0.010298,-0.001425,,,,,
Sing,USC,240318 11:32:52.374, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999998, 7.999998, 0.265702, 0.344544, 0.027027,-2.192861, 0.364903,-0.565263, 0.265702, 0.344544, 0.027027,-2.192861, 0.364903,-0.565263, 0.196111, 0.385448, 0.054854,-2.122609,-0.021426,-0.869131, 0.000000, 0.000000,14.594845,71.701972, 0.004920, 0.000000, 0.000004,29.766604, 0.009839,71.701975,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.987105,-0.002963, 0.001776, 0.008370,-0.001842,,,,,
Sing,USC,240318 11:33:10.877, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999998, 9.999964, 0.293819, 0.340050, 0.045995,-2.169742, 0.223973,-0.562567, 0.293819, 0.340050, 0.045995,-2.169742, 0.223973,-0.562567, 0.218820, 0.385905, 0.085288,-2.044929,-0.156201,-0.931820, 0.000000, 0.000000,14.593421,71.703488, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,71.703513,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.983416,-0.002925, 0.001759, 0.009176,-0.002030,,,,,
Sing,USC,240318 11:33:29.172, 0.000000, 0.000000, 0.000000, 0.000000,-0.000079, 9.999998,12.000016, 0.316498, 0.333575, 0.017937,-2.150518, 0.107994,-0.560492, 0.316498, 0.333575, 0.017937,-2.150518, 0.107994,-0.560492, 0.244490, 0.383467, 0.070306,-1.973377,-0.267080,-0.992469, 0.000000, 0.000000,14.594066,71.704488, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,71.704505,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000, 0.977092,-0.002949, 0.001745, 0.008224,-0.002181,,,,,
